,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklWon,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Dribbler_Tkl,Tkl_Att,Tkl%,Dribbled_past,Total_blocks,Shots_Blocked,Passes_Blocked,Int,Tkl+Int,Clr,Err,Gls,Total_shots,SoT,SoT%,shots/90,SoT/90,G/Sh,G/SoT,avg_shot_distance,freekick_shots,PK_scored,PKatt,xG,npxG,npxG/Sh,G-xG,npG-npxG,SCA,SCA90,live_pass_to_shot,dead_pass_to_shot,Drib_to_shot,Shot_to_shot,Foul_drawn_to_shot,Def_action_to_shot,GCA,GCA90,live_pass_to_goal,dead_pass_to_goal,Drib_to_goal,Shot_to_goal,Foul_drawn_to_goal,Def_action_to_goal,passes_cmp,passes_att,passes_cmp%,Pass_total_dist,Prg_pass_dist,pass_5_15_cmp,pass_5_15_att,pass_5_15_cmp%,pass_15_30_cmp,pass_15_30_att,pass_15_30_cmp%,pass_30_cmp,pass_30_att,pass_30_cmp%,Ast,xAG,xA,A-xAG,direct_pass_to_shot,pass_into_att_3rd,pass_cmp_into_18_yards,cross_cmp_into_18_yards,prg_pass_opponent_area,MP,Starts,Min,G-PK,CrdY,CrdR,Gls90,Ast90,G+A90,G-PK90,G+A-PK90,npxG+xAG,xG90,xAG90,xG+xAG90,npxG90,npxG+xAG.1,Live_ball_passes,Dead_ball_passes,FK_pass,pass_betn_defender,pass_40_yards,Crs,Thrown_Ins,CK,Inswinging_CK,Outswinging_CK,Straight_CK,offiside_passes,pass_blocked_by_opponent,Touches,Touches_def_penalty_area,Touches_def_3rd,Touches_mid_3rd,Touches_att_3rd,Touches_att_penalty_area,Touches_live_ball,Dribble_succ,Dribble_att,Dribble_succ%,failed_ball_control,lost_ball_after_tackle,received_pass_successfully,prog_pass_received,2CrdY,Foul_commited,Foul_drawn,Offsides,Tackles_to_win_possession,PKwon,PKcon,OG,recovered_balls,Aerial_duel_won,Aerial_duel_lost,Aerial_duel_won%
36,Ludovic Ajorque,re REU,FW,Strasbourg,fr Ligue 1,27,1994,30.4,36,25,5,19,12,7,40,17.5,33,28,3,25,8,44,31,1,12,56,24,42.9,1.84,0.79,0.16,0.38,13.5,0,3,3,11.1,8.7,0.16,0.9,0.3,83,2.73,62,0,2,9,9,1,10,0.33,6,0,0,2,2,0,653,906,72.1,9171,1389,386,506,76.3,172,239,72,43,61,70.5,8,7.7,4,0.3,46,30,23,4,44,36,31,2738,9,5,1,0.39,0.26,0.66,0.3,0.56,16.4,0.36,0.25,0.62,0.29,0.54,880,24,1,5,10,17,2,0,0,0,0,2,16,1219,37,102,645,486,135,1216,14,27,51.9,70,36,935,205,0,40,36,14,25,2,0,1,86,127,102,55.5
37,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,26,1995,25.1,33,23,20,11,2,22,32,68.8,10,26,15,11,35,68,58,0,1,13,3,23.1,0.52,0.12,0.08,0.33,11.2,1,0,0,1.9,1.9,0.15,-0.9,-0.9,16,0.64,12,2,1,1,0,0,1,0.04,1,0,0,0,0,0,1819,2013,90.4,36320,13836,585,629,93,973,1018,95.6,235,314,74.8,0,0.1,0.7,-0.1,2,122,2,0,90,26,25,2261,1,3,0,0.04,0,0.04,0.04,0.04,2,0.08,0.01,0.08,0.08,0.08,1944,66,59,1,26,3,7,0,0,0,0,3,10,2191,198,960,1182,64,21,2191,8,9,88.9,8,1,1645,9,0,19,24,1,23,0,0,1,164,51,35,59.3
38,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,28,1993,20.5,43,31,26,15,2,21,37,56.8,16,26,7,19,51,94,61,0,0,10,1,10,0.49,0.05,0,0,19.8,0,0,0,0.5,0.5,0.05,-0.5,-0.5,26,1.27,17,4,1,1,3,0,1,0.05,1,0,0,0,0,0,611,832,73.4,10222,3920,291,341,85.3,246,322,76.4,52,109,47.7,0,0.4,1.1,-0.4,7,38,14,11,35,25,21,1844,0,4,0,0,0,0,0,0,0.9,0.03,0.02,0.05,0.03,0.05,672,158,18,1,3,45,140,0,0,0,0,2,20,1078,86,403,454,234,9,1078,12,21,57.1,27,9,459,25,0,23,25,2,31,0,1,0,112,37,32,53.6
39,Marley Aké,fr FRA,"FW,MF",Juventus,it Serie A,20,2001,0.9,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,1.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,75,184,58,7,8,87.5,1,2,50,2,2,100,0,0,0,0,0,2,1,1,3,4,0,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,1,23,0,4,12,8,0,23,0,2,0,3,1,15,2,0,6,2,0,0,0,0,0,3,1,0,100
40,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,26,1995,10.3,16,9,7,8,1,6,8,75,2,7,5,2,8,24,23,0,2,5,2,40,0.49,0.2,0.4,1,7.3,0,0,0,0.7,0.7,0.15,1.3,1.3,5,0.49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,796,878,90.7,13200,4534,373,399,93.5,384,416,92.3,29,42,69,0,0.5,0.5,-0.5,2,63,3,0,33,14,10,923,2,0,0,0.2,0,0.2,0.2,0.2,1.3,0.07,0.05,0.12,0.07,0.12,836,41,15,1,2,1,26,0,0,0,0,1,5,953,56,330,525,103,10,953,0,2,0,4,3,742,4,0,9,2,0,9,0,0,0,43,37,12,75.5
41,Ilias Akhomach,es ESP,FW,Barcelona,es La Liga,17,2004,1.4,2,0,0,1,1,0,0,,0,0,0,0,0,2,0,0,0,4,2,50,2.9,1.45,0,0,19,0,0,0,0.2,0.2,0.05,-0.2,-0.2,9,6.53,5,0,1,1,2,0,0,0,0,0,0,0,0,0,45,55,81.8,581,186,29,32,90.6,13,15,86.7,1,2,50,0,0.7,0.8,-0.7,4,4,7,2,7,2,2,124,0,0,0,0,0,0,0,0,0.9,0.14,0.53,0.67,0.14,0.67,55,0,0,1,0,6,0,0,0,0,0,0,2,74,0,8,21,45,6,74,1,3,33.3,1,1,57,3,0,3,4,0,0,0,0,0,11,1,2,33.3
42,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,19,2002,0.6,2,0,0,2,0,0,1,0,1,2,0,2,0,2,0,0,0,2,1,50,3.33,1.67,0,0,16,0,0,0,0.1,0.1,0.05,-0.1,-0.1,1,1.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,90.9,254,86,15,15,100,4,6,66.7,1,1,100,0,0,0.1,0,1,3,3,0,5,7,0,54,0,1,0,0,0,0,0,0,0.1,0.16,0.07,0.23,0.16,0.23,22,0,0,0,0,1,0,0,0,0,0,0,0,34,0,3,12,19,3,34,0,1,0,5,1,29,4,0,4,1,1,0,0,0,0,2,1,2,33.3
43,Paul Akouokou,ci CIV,MF,Betis,es La Liga,23,1997,5.7,14,9,5,7,2,8,12,66.7,4,6,0,6,11,25,6,0,0,2,0,0,0.35,0,0,,22.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,7,1.22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,284,325,87.4,4724,1363,142,156,91,121,136,89,17,24,70.8,0,0.2,0.3,-0.2,3,32,2,1,24,8,6,516,0,2,1,0,0,0,0,0,0.2,0.01,0.03,0.04,0.01,0.04,320,4,4,0,3,1,0,0,0,0,0,1,4,375,12,73,257,46,3,375,6,8,75,2,5,267,3,0,13,2,0,9,0,0,0,42,6,2,75
44,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,28,1992,3.5,17,10,7,9,1,7,12,58.3,5,4,2,2,2,19,6,0,0,3,0,0,0.86,0,0,,18.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2,3,0.86,2,0,0,1,0,0,0,0,0,0,0,0,0,0,89,106,84,1077,154,61,68,89.7,24,25,96,1,1,100,0,0,0.1,0,2,6,1,0,1,10,4,315,0,1,0,0,0,0,0,0,0.2,0.06,0.01,0.07,0.06,0.07,106,0,0,0,0,0,0,0,0,0,0,0,8,165,11,45,86,37,1,165,6,10,60,13,4,107,9,0,13,8,0,10,0,1,0,13,4,4,50
45,Kevin Akpoguma,ng NGA,"DF,FW",Hoffenheim,de Bundesliga,26,1995,17,33,19,16,11,6,16,28,57.1,12,32,2,30,20,53,29,2,2,12,4,33.3,0.71,0.24,0.17,0.5,12.8,0,0,0,1.4,1.4,0.12,0.6,0.6,32,1.89,23,1,3,3,2,0,2,0.12,1,0,0,1,0,0,691,917,75.4,11479,4667,332,384,86.5,289,358,80.7,52,111,46.8,2,2.6,2,-0.6,11,57,11,2,71,26,19,1527,2,5,0,0.12,0.12,0.24,0.12,0.24,4.1,0.08,0.16,0.24,0.08,0.24,742,172,13,0,7,31,159,0,0,0,0,3,24,1114,53,362,514,247,34,1114,21,47,44.7,30,9,627,22,0,25,23,4,19,0,1,0,100,17,20,45.9
46,David Alaba,at AUT,DF,Real Madrid,es La Liga,29,1992,29.4,23,13,15,6,2,9,19,47.4,10,26,15,11,22,45,70,1,2,21,7,33.3,0.72,0.24,0.1,0.29,21.8,7,0,0,1.7,1.7,0.09,0.3,0.3,46,1.57,39,2,0,4,0,1,8,0.27,7,0,0,1,0,0,1788,1968,90.9,29585,10903,831,870,95.5,804,859,93.6,102,161,63.4,3,2.1,3,0.9,21,143,15,3,100,30,30,2642,2,2,0,0.07,0.1,0.17,0.07,0.17,3.9,0.06,0.07,0.13,0.06,0.13,1888,74,34,4,2,40,34,3,3,0,0,6,9,2180,199,910,998,281,41,2180,4,10,40,18,3,1695,48,0,16,6,2,13,0,0,0,141,14,22,38.9
47,Sofiane Alakouch,ma MAR,"DF,MF",Metz,fr Ligue 1,23,1998,1.8,7,4,3,4,0,2,5,40,3,4,0,4,1,8,4,0,0,1,0,0,0.57,0,0,,27.4,0,0,0,0,0,0.04,0,0,4,2.28,2,0,0,0,2,0,0,0,0,0,0,0,0,0,83,103,80.6,1154,309,52,56,92.9,27,33,81.8,2,5,40,0,0,0,0,1,6,0,0,3,4,0,158,0,1,0,0,0,0,0,0,0.1,0.02,0.02,0.04,0.02,0.04,90,13,1,0,1,2,12,0,0,0,0,0,7,126,6,31,68,29,0,126,2,4,50,6,2,82,3,0,5,7,0,4,0,0,0,6,0,1,0
48,Tomás Alarcón,cl CHI,MF,Cádiz,es La Liga,22,1999,15.8,31,20,17,10,4,10,31,32.3,21,19,7,12,30,61,31,0,0,15,2,13.3,0.95,0.13,0,0,24.1,0,0,0,1.2,1.2,0.08,-1.2,-1.2,28,1.77,14,12,1,0,0,1,2,0.13,0,2,0,0,0,0,398,572,69.6,7977,2385,159,193,82.4,139,185,75.1,82,143,57.3,1,1.3,1.4,-0.3,14,41,7,4,38,23,16,1425,0,5,0,0,0.06,0.06,0,0.06,2.6,0.08,0.08,0.16,0.08,0.16,503,65,29,2,15,64,3,33,14,14,0,4,18,742,55,218,367,164,9,742,4,8,50,15,10,359,12,0,19,9,1,20,0,2,0,107,15,19,44.1
49,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,28,1992,7.3,6,5,0,2,4,2,5,40,3,5,0,5,1,7,6,0,6,22,13,59.1,3.02,1.79,0.27,0.46,11.7,0,0,1,6.2,5.4,0.25,-0.2,0.6,27,3.69,17,0,6,2,2,0,4,0.55,3,0,1,0,0,0,115,171,67.3,1392,257,68,92,73.9,30,44,68.2,3,6,50,0,1.2,1.5,-1.2,7,5,5,0,9,27,5,655,6,2,0,0.82,0,0.82,0.82,0.82,6.6,0.85,0.16,1.02,0.75,0.91,159,12,0,1,1,1,2,0,0,0,0,0,9,261,6,17,112,134,44,260,12,14,85.7,30,13,196,48,0,8,8,7,5,1,0,0,13,19,23,45.2
50,Jordi Alba,es ESP,DF,Barcelona,es La Liga,32,1989,29.4,47,34,12,26,9,27,47,57.4,20,26,6,20,33,80,41,1,2,31,6,19.4,1.06,0.2,0.06,0.33,23.2,1,0,0,1.8,1.8,0.06,0.2,0.2,89,3.03,82,3,0,2,2,0,14,0.48,13,0,0,1,0,0,2334,2795,83.5,36392,12699,1218,1329,91.6,868,995,87.2,154,273,56.4,10,6.7,5.8,3.3,58,212,60,18,203,30,30,2644,2,11,0,0.07,0.34,0.41,0.07,0.41,8.5,0.06,0.23,0.29,0.06,0.29,2416,365,96,13,12,121,268,1,0,0,0,14,38,2997,82,658,1459,896,67,2997,6,22,27.3,25,4,2135,118,0,26,19,11,34,0,0,0,214,13,23,36.1
51,Josué Albert,gf GUF,DF,Clermont Foot,fr Ligue 1,29,1992,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,0,1,0,0,4.09,0,0,,19.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,83.3,62,35,3,3,100,2,3,66.7,0,0,,0,0,0,0,0,0,0,0,0,2,0,22,0,0,0,0,0,0,0,0,0.1,0.25,0,0.25,0.25,0.25,5,1,0,0,0,0,1,0,0,0,0,0,0,10,2,5,4,1,1,10,0,0,,0,0,6,2,0,1,0,0,0,0,0,0,0,0,0,
52,Luis Alberto,es ESP,MF,Lazio,it Serie A,28,1992,26.1,29,17,8,11,10,8,52,15.4,44,32,4,28,13,42,7,0,5,47,16,34,1.8,0.61,0.11,0.31,21,2,0,0,4.1,4.1,0.09,0.9,0.9,120,4.59,83,26,3,3,5,0,16,0.61,6,7,1,2,0,0,1626,1970,82.5,25003,8250,896,986,90.9,553,631,87.6,115,235,48.9,9,7.9,6.7,1.1,65,235,44,5,157,34,27,2353,5,5,0,0.19,0.34,0.54,0.19,0.54,11.9,0.16,0.3,0.46,0.16,0.46,1751,211,82,18,9,143,12,104,47,40,0,8,29,2163,14,255,1218,714,30,2163,27,44,61.4,29,23,1674,80,0,13,26,1,17,0,0,0,136,6,12,33.3
53,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,35,1985,27.4,26,15,20,5,1,14,18,77.8,4,24,15,9,21,47,126,1,0,5,1,20,0.18,0.04,0,0,7.5,0,0,0,0.5,0.5,0.09,-0.5,-0.5,9,0.33,8,0,0,1,0,0,2,0.07,1,0,0,1,0,0,1339,1560,85.8,28053,9682,355,392,90.6,780,850,91.8,186,277,67.1,0,0.1,0.2,-0.1,4,63,1,0,61,28,28,2465,0,8,0,0,0,0,0,0,0.6,0.02,0,0.02,0.02,0.02,1502,57,55,0,12,3,1,0,0,0,0,1,12,1798,255,951,816,38,9,1798,3,4,75,7,6,1166,1,0,18,12,2,15,0,0,0,137,41,27,60.3
54,Marc Albrighton,eng ENG,"FW,DF",Leicester City,eng Premier League,31,1989,12.6,31,19,16,9,6,10,47,21.3,37,15,3,12,14,45,20,0,1,4,1,25,0.32,0.08,0.25,1,16.3,0,0,0,0.5,0.5,0.13,0.5,0.5,19,1.51,12,4,0,0,3,0,2,0.16,2,0,0,0,0,0,347,558,62.2,5152,2040,220,258,85.3,86,145,59.3,26,94,27.7,2,1.7,1,0.3,11,23,8,6,21,17,11,1132,1,3,0,0.08,0.16,0.24,0.08,0.24,2.2,0.04,0.14,0.18,0.04,0.18,452,101,15,2,3,78,48,37,27,6,0,5,27,682,36,167,293,229,12,682,15,40,37.5,21,8,393,27,0,6,13,2,19,0,0,0,65,4,13,23.5
55,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,27,1993,8.7,9,3,2,4,3,1,5,20,4,7,0,7,6,15,1,0,1,18,7,38.9,2.06,0.8,0.06,0.14,13.4,1,0,0,3.3,3.3,0.18,-2.3,-2.3,15,1.71,12,0,1,2,0,0,6,0.69,5,0,1,0,0,0,123,175,70.3,1444,197,73,99,73.7,25,33,75.8,5,8,62.5,3,2,1.2,1,7,4,5,0,7,18,10,787,1,1,0,0.11,0.34,0.46,0.11,0.46,5.3,0.37,0.23,0.6,0.37,0.6,151,22,0,2,2,1,2,0,0,0,0,2,5,250,2,20,97,133,38,250,5,10,50,19,7,159,48,0,5,7,8,3,0,0,0,28,10,25,28.6
56,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,30,1991,17,48,29,14,24,10,10,42,23.8,32,22,2,20,26,74,13,2,1,25,6,24,1.47,0.35,0.04,0.17,19.3,0,0,0,2.3,2.3,0.1,-1.3,-1.3,67,3.93,57,0,1,7,1,1,6,0.35,6,0,0,0,0,0,1340,1508,88.9,24737,7150,573,624,91.8,594,640,92.8,150,190,78.9,4,2.5,1.7,1.5,29,211,26,1,153,25,17,1534,1,2,0,0.06,0.23,0.29,0.06,0.29,4.8,0.13,0.15,0.28,0.13,0.28,1488,18,10,4,17,4,4,1,0,1,0,2,13,1688,32,246,1101,357,20,1688,20,32,62.5,16,13,1275,42,0,19,13,0,29,0,0,0,126,31,12,72.1
57,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,30,1991,12.3,41,20,14,24,3,22,45,48.9,23,10,2,8,13,54,14,0,2,23,6,26.1,1.87,0.49,0.09,0.33,23.1,5,0,0,1.6,1.6,0.07,0.4,0.4,39,3.18,28,5,1,2,3,0,1,0.08,1,0,0,0,0,0,556,667,83.4,10541,3267,247,267,92.5,201,226,88.9,91,138,65.9,0,1.1,1.2,-1.1,14,85,12,3,63,14,12,1105,2,7,0,0.16,0,0.16,0.16,0.16,2.7,0.13,0.09,0.22,0.13,0.22,623,43,34,3,16,23,2,7,1,3,0,1,13,805,18,153,511,154,18,805,11,17,64.7,21,11,524,12,0,30,35,1,20,0,1,0,86,22,23,48.9
58,Omar Alderete,py PAR,DF,Valencia,es La Liga,24,1996,26.7,53,34,34,17,2,34,53,64.2,19,30,18,12,35,88,153,0,2,18,5,27.8,0.67,0.19,0.11,0.4,16.7,0,0,0,0.9,0.9,0.05,1.1,1.1,17,0.64,14,1,1,0,0,1,2,0.07,2,0,0,0,0,0,580,961,60.4,13798,6806,153,200,76.5,276,378,73,141,350,40.3,0,0.3,0.5,-0.3,4,78,7,0,72,29,28,2403,2,15,0,0.07,0,0.07,0.07,0.07,1.2,0.03,0.01,0.04,0.03,0.04,899,57,52,0,41,4,2,0,0,0,0,5,6,1287,184,654,596,56,25,1287,13,14,92.9,19,4,543,3,0,42,7,0,34,0,2,0,158,69,39,63.9
59,Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,26,1995,11.8,33,15,21,10,2,15,44,34.1,29,12,0,12,8,41,17,0,2,12,4,33.3,1.01,0.34,0.17,0.5,21.5,0,0,0,1.3,1.3,0.11,0.7,0.7,38,3.21,33,1,3,1,0,0,4,0.34,3,0,1,0,0,0,193,329,58.7,3129,1194,103,129,79.8,54,85,63.5,23,76,30.3,2,2.3,2.1,-0.3,20,19,23,23,18,20,11,1065,2,7,0,0.17,0.17,0.34,0.17,0.34,3.6,0.11,0.19,0.3,0.11,0.3,319,9,3,0,2,97,6,0,0,0,0,1,18,515,21,112,182,231,22,515,15,43,34.9,40,17,327,40,0,37,33,5,15,0,1,0,74,11,12,47.8
60,Doğan Alemdar,tr TUR,GK,Rennes,fr Ligue 1,18,2002,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,0.08,1,0,0,0,0,0,1,0.08,1,0,0,0,0,0,287,391,73.4,7942,5726,48,48,100,149,151,98.7,89,191,46.6,0,0,0,0,0,2,0,0,1,12,12,1080,0,1,0,0,0,0,0,0,0,0,0,0,0,0,293,98,28,0,1,0,0,0,0,0,0,0,0,418,333,414,4,0,0,418,0,0,,0,0,209,0,0,0,0,0,0,0,0,0,18,1,0,100
61,Carles Aleñá,es ESP,MF,Getafe,es La Liga,23,1998,25.8,27,19,11,13,3,9,48,18.8,39,21,2,19,15,42,16,0,1,46,14,30.4,1.78,0.54,0.02,0.07,24.2,0,0,0,2.4,2.3,0.05,-1.4,-1.3,64,2.48,50,2,2,4,6,0,4,0.16,4,0,0,0,0,0,683,869,78.6,11604,2454,330,382,86.4,266,309,86.1,62,106,58.5,2,1.5,1.4,0.5,20,66,14,5,57,33,30,2320,1,6,1,0.04,0.08,0.12,0.04,0.12,3.8,0.09,0.06,0.15,0.09,0.15,827,39,24,2,10,44,2,11,5,5,0,3,25,1088,9,135,635,330,14,1088,17,35,48.6,45,32,772,60,0,50,37,1,19,0,0,0,129,13,25,34.2
62,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,22,1998,31.7,40,23,19,13,8,27,60,45,33,22,4,18,43,83,40,0,2,51,15,29.4,1.61,0.47,0.04,0.13,24,8,0,0,2.9,2.9,0.06,-0.9,-0.9,160,5.05,96,53,3,7,1,0,18,0.57,13,4,0,1,0,0,2039,2757,74,40112,15682,841,964,87.2,811,1048,77.4,344,636,54.1,12,12.9,13,-0.9,90,245,85,25,224,32,32,2853,2,2,0,0.06,0.38,0.44,0.06,0.44,15.8,0.09,0.41,0.5,0.09,0.5,2204,548,93,17,69,273,324,131,29,89,0,5,34,3000,70,597,1377,1049,82,3000,19,39,48.7,41,19,1886,119,0,12,7,11,23,0,0,0,235,15,13,53.6
63,Mircea Alexandru Tirlea,ro ROU,DF,Alavés,es La Liga,21,2000,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,80,201,118,6,7,85.7,4,4,100,1,2,50,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,0,2,6,0,0,0,0,0,1,17,2,5,10,3,0,17,2,3,66.7,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0
64,Mohamed Ali Cho,fr FRA,FW,Angers,fr Ligue 1,17,2004,20.4,10,5,1,4,5,5,17,29.4,12,17,1,16,8,18,0,1,4,42,15,35.7,2.06,0.73,0.1,0.27,15.3,0,0,0,6.6,6.6,0.16,-2.6,-2.6,42,2.06,23,0,11,2,5,1,7,0.34,4,0,0,2,1,0,220,314,70.1,2951,510,132,159,83,63,92,68.5,9,21,42.9,1,2.6,2.4,-1.6,14,17,10,2,20,32,21,1837,4,6,2,0.2,0.05,0.24,0.2,0.24,9.1,0.32,0.13,0.45,0.32,0.45,304,9,2,1,0,23,3,0,0,0,0,1,12,569,2,42,225,312,72,569,25,58,43.1,91,32,405,132,2,32,44,10,5,0,0,0,61,15,59,20.3
65,Alisson,br BRA,GK,Liverpool,eng Premier League,28,1992,36,3,1,3,0,0,3,5,60,2,1,0,1,0,3,28,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,1214,1388,87.5,28439,18289,275,276,99.6,686,699,98.1,249,409,60.9,1,1,0,0,1,16,1,0,1,36,36,3240,0,0,0,0,0.03,0.03,0,0.03,1,0,0.03,0.03,0,0.03,1154,234,62,0,3,0,0,0,0,0,0,0,0,1470,1044,1453,17,0,0,1470,1,1,100,1,0,835,0,0,0,2,0,1,0,0,1,80,15,1,93.8
66,Allan,br BRA,MF,Everton,eng Premier League,30,1991,24.3,74,44,28,39,7,34,105,32.4,71,40,9,31,23,97,39,1,0,7,3,42.9,0.29,0.12,0,0,24.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,38,1.57,35,0,1,0,1,1,7,0.29,5,0,1,0,1,0,778,982,79.2,12868,4192,356,405,87.9,337,402,83.8,57,102,55.9,2,1.1,1,0.9,15,103,20,3,102,28,25,2183,0,7,1,0,0.08,0.08,0,0.08,1.4,0.01,0.05,0.06,0.01,0.06,912,66,19,1,2,10,10,0,0,0,0,4,26,1255,77,325,760,189,7,1255,21,31,67.7,38,24,667,13,0,30,22,0,44,1,0,0,191,11,15,42.3
67,Jim Allevinah,ga GAB,FW,Clermont Foot,fr Ligue 1,26,1995,16.5,18,13,8,8,2,5,18,27.8,13,11,0,11,6,24,4,0,1,43,15,34.9,2.6,0.91,0.02,0.07,19.2,1,0,0,3.5,3.5,0.08,-2.5,-2.5,53,3.21,32,4,9,6,1,1,3,0.18,2,0,0,1,0,0,416,545,76.3,6103,1306,245,287,85.4,123,164,75,29,44,65.9,2,1.9,1.4,0.1,15,44,10,2,31,30,13,1488,1,1,0,0.06,0.12,0.18,0.06,0.18,5.4,0.21,0.12,0.33,0.21,0.33,524,16,3,1,5,34,4,9,5,1,0,5,18,743,8,101,336,321,64,743,32,68,47.1,42,40,584,96,0,16,34,2,13,0,1,0,65,16,23,41
68,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,25,1996,7.3,14,8,10,3,1,5,17,29.4,12,22,5,17,6,20,16,0,1,3,2,66.7,0.41,0.27,0,0,21.4,0,1,1,1.6,0.8,0.26,-0.6,-0.8,7,0.96,4,0,0,0,3,0,1,0.14,0,0,0,0,1,0,177,228,77.6,2353,563,105,124,84.7,45,53,84.9,10,20,50,0,0.2,0.4,-0.2,2,14,4,1,14,10,8,657,0,1,0,0.14,0,0.14,0,0,1,0.22,0.03,0.24,0.11,0.14,210,17,4,1,1,5,4,0,0,0,0,1,6,334,24,73,185,81,13,333,12,27,44.4,13,19,201,17,0,12,11,2,8,1,0,0,40,7,11,38.9
69,Dele Alli,eng ENG,"MF,FW",Everton,eng Premier League,25,1996,3.8,7,2,3,4,0,0,4,0,4,7,2,5,6,13,10,0,0,3,0,0,0.8,0,0,,19.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,13,3.46,12,1,0,0,0,0,1,0.27,1,0,0,0,0,0,114,157,72.6,1696,434,63,81,77.8,34,45,75.6,9,12,75,0,0.4,0.4,-0.4,7,10,3,1,9,11,1,338,0,3,0,0,0,0,0,0,0.6,0.04,0.1,0.15,0.04,0.15,140,14,3,3,1,1,5,1,0,0,0,3,4,222,13,50,106,69,13,222,5,14,35.7,15,6,132,21,0,9,7,2,2,0,0,0,24,9,8,52.9
70,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,27,1994,19.1,47,29,23,17,7,11,44,25,33,14,1,13,20,67,13,0,1,32,7,21.9,1.68,0.37,0.03,0.14,19.6,0,0,0,2.5,2.5,0.08,-1.5,-1.5,49,2.57,36,0,3,8,2,0,4,0.21,3,0,1,0,0,0,402,511,78.7,5720,1254,229,264,86.7,118,149,79.2,23,38,60.5,0,1.3,0.6,-1.3,16,26,5,0,33,30,19,1716,1,2,0,0.05,0,0.05,0.05,0.05,3.8,0.13,0.07,0.2,0.13,0.2,500,8,3,0,2,20,3,0,0,0,0,3,19,725,22,137,299,304,42,725,26,39,66.7,44,24,467,55,0,17,25,9,29,0,0,0,96,5,14,26.3
71,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,30,1990,24.1,41,29,20,12,9,17,36,47.2,19,29,5,24,43,84,53,0,4,43,10,23.3,1.79,0.42,0.09,0.4,18.7,9,0,0,3.6,3.6,0.08,0.4,0.4,93,3.86,66,16,3,6,2,0,10,0.42,7,2,0,1,0,0,1142,1486,76.9,17781,5763,624,709,88,387,478,81,84,194,43.3,4,5.2,3.4,-1.2,43,67,34,15,77,28,25,2167,4,8,0,0.17,0.17,0.33,0.17,0.33,8.8,0.15,0.22,0.36,0.15,0.36,1190,293,27,2,8,149,199,67,38,23,0,3,39,1765,70,448,620,714,68,1765,15,35,42.9,43,25,1029,89,0,25,28,3,29,0,1,0,139,40,28,58.8
